qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts
8,8428551576,how did the baby reach for the two metal pans,CH,MANNER,,MANNER,0,head_event,the baby reach for the two metal pans,,"[""original"", ""anchor_primary""]","[""how did the baby reach for the two metal pans"", ""a video frame showing the baby reach for the two metal pans""]","[""how did the baby reach for the two metal pans"", ""a video frame showing the baby reach for the two metal pans""]",,2,2,0,how_head,,"[""a video frame showing the baby reach for the two metal pans""]"
1,2434859163,why did the man in checkered shirt at the start take video with his camera,CW,CAUSE,,CAUSE,0,head_event,the man in checkered shirt at the start take video with his camera,,"[""original"", ""anchor_primary""]","[""why did the man in checkered shirt at the start take video with his camera"", ""a video frame showing the man in checkered shirt at the start take video with his camera""]","[""why did the man in checkered shirt at the start take video with his camera"", ""a video frame showing the man in checkered shirt at the start take video with his camera""]",,2,2,0,why_head,,"[""a video frame showing the man in checkered shirt at the start take video with his camera""]"
0,6691330381,what does the man do as the boy lies on the floor,TC,DURING,DURING,DURING,0,clause_extracted,the boy lies on the floor,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man do as the boy lies on the floor"", ""a video frame showing the boy lies on the floor"", ""a video frame showing the man""]","[""what does the man do as the boy lies on the floor"", ""a video frame showing the boy lies on the floor""]",,3,2,0,what_do,,"[""a video frame showing the boy lies on the floor"", ""a video frame showing man near the boy lies on the floor""]"
1,6624174621,why did the lady bend over the table at the end,CW,CAUSE,,CAUSE,0,head_event,the lady bend over the table,,"[""original"", ""anchor_primary""]","[""why did the lady bend over the table at the end"", ""a video frame showing the lady bend over the table""]","[""why did the lady bend over the table at the end"", ""a video frame showing the lady bend over the table""]",,2,2,0,why_head,,"[""a video frame showing the lady bend over the table at the end""]"
1,3974684583,why do the people wear name tags,CW,CAUSE,,CAUSE,0,head_event,the people wear name tags,,"[""original"", ""anchor_primary""]","[""why do the people wear name tags"", ""a video frame showing the people wear name tags""]","[""why do the people wear name tags"", ""a video frame showing the people wear name tags""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why do the people wear name tags"", ""why do the people wear name tags""]"
5,3063380173,what did the kitten outside the container do after it stood up in the middle of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,it stood up,the kitten outside the container,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the kitten outside the container do after it stood up in the middle of the video"", ""a video frame showing it stood up"", ""a video frame showing the kitten outside the container""]","[""what did the kitten outside the container do after it stood up in the middle of the video"", ""a video frame showing it stood up""]",,3,2,0,what_do,,"[""a video frame showing kitten outside the container it stood up in the middle of the video"", ""a video frame showing kitten outside the container""]"
8,9531760182,how did the lady get prepared to push the baby s head backward whenever he leaned forward,CH,MANNER,,MANNER,0,head_event,the lady get prepared to push the baby s head backward whenever he leaned forward,,"[""original"", ""anchor_primary""]","[""how did the lady get prepared to push the baby's head backward whenever he leaned forward"", ""a video frame showing the lady get prepared to push the baby's head backward whenever he leaned forward""]","[""how did the lady get prepared to push the baby's head backward whenever he leaned forward"", ""a video frame showing the lady get prepared to push the baby's head backward whenever he leaned forward""]",,2,2,0,how_head,,"[""a video frame showing the lady get prepared to push the baby's head backward whenever he leaned forward""]"
9,5833145209,why did the black bird bend over into the water when it is in the pot,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the black bird bend over into the water,,"[""original"", ""anchor_primary""]","[""why did the black bird bend over into the water when it is in the pot"", ""a video frame showing the black bird bend over into the water""]","[""why did the black bird bend over into the water when it is in the pot"", ""a video frame showing the black bird bend over into the water""]",,2,2,0,why_head,,"[""a video frame showing the black bird bend over into the water when it is in the pot""]"
4,8403741210,why did the ponytail girl move her head nearer to the tablet over time,CW,CAUSE,,CAUSE,0,head_event,the ponytail girl move her head nearer to the tablet over time,,"[""original"", ""anchor_primary""]","[""why did the ponytail girl move her head nearer to the tablet over time"", ""a video frame showing the ponytail girl move her head nearer to the tablet over time""]","[""why did the ponytail girl move her head nearer to the tablet over time"", ""a video frame showing the ponytail girl move her head nearer to the tablet over time""]",,2,2,0,why_head,,"[""a video frame showing the ponytail girl move her head nearer to the tablet over time""]"
6,11566980553,what does the boy do after picking up the second present,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy picking up the second present,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do after picking up the second present"", ""a video frame showing the boy picking up the second present"", ""a video frame showing the boy""]","[""what does the boy do after picking up the second present"", ""a video frame showing the boy picking up the second present""]",,3,2,1,what_do,,"[""a video frame showing boy picking up the second present"", ""a video frame showing boy""]"
0,6291413193,what was the lady doing as the dolphin was swimming,TC,DURING,DURING,DURING,0,clause_extracted,the dolphin was swimming,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the lady doing as the dolphin was swimming"", ""a video frame showing the dolphin was swimming"", ""a video frame showing the lady""]","[""what was the lady doing as the dolphin was swimming"", ""a video frame showing the dolphin was swimming""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the lady doing as the dolphin was swimming"", ""what was the lady doing as the dolphin was swimming""]"
1,8797589693,why did the man in blue stand up after the man in front gesture to him,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the man in blue stand up,,"[""original"", ""anchor_primary""]","[""why did the man in blue stand up after the man in front gesture to him"", ""a video frame showing the man in blue stand up""]","[""why did the man in blue stand up after the man in front gesture to him"", ""a video frame showing the man in blue stand up""]",,2,2,0,why_head,,"[""a video frame showing the man in blue stand up after the man in front gesture to him""]"
4,10309542255,how did the animals respond when being pushed by each other during the fight,TC,DURING,DURING,DURING,0,clause_extracted,being pushed by each other during the fight,,"[""original"", ""anchor_primary""]","[""how did the animals respond when being pushed by each other during the fight"", ""a video frame showing being pushed by each other during the fight""]","[""how did the animals respond when being pushed by each other during the fight"", ""a video frame showing being pushed by each other during the fight""]",,2,2,0,how_head,,"[""a video frame showing the animals respond when being pushed by each other during the fight""]"
3,7531285946,why does the woman turn around after she reaches the top of the ladder in the middle of the video,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the woman turn around,,"[""original"", ""anchor_primary""]","[""why does the woman turn around after she reaches the top of the ladder in the middle of the video"", ""a video frame showing the woman turn around""]","[""why does the woman turn around after she reaches the top of the ladder in the middle of the video"", ""a video frame showing the woman turn around""]",,2,2,0,why_head,,"[""a video frame showing the woman turn around after she reaches the top of the ladder in the middle of the video""]"
